videoId,title,description,published_at,channel,thumbnail_url,transcripts,generated_by_youtube,original_lang,views,comments,likes
exception to this of course is Pakistan
in view of the cross-border terrorism
that it supports
though Pakistan claims it is committed
to the SEO agenda including fostering
peace and good neighborly relations
Islamabad does not walk the talk
Pakistan has taken no action against un
and U.S designated Global terrorists
flourishing on its soil with full State
support despite U.S and U.N sanctions
Pakistan has not persecuted and punished
for Parliament on 26 11 Mumbai Terror
attacks masud azer for Parliament
pathankot and colvama Terror attacks and
daud Ibrahim in Karachi for 1993 Mumbai
serial blast
cross-border terrorism is on the agenda
and there are apprehensions in Pakistan
that Dr jayashankar will expose Pakistan
State's sponsor Terror at The Forum
Pakistan will not be able to raise
Kashmir since SEO Charter prevents
raising of bilateral issues Imran Khan
former prime minister of Pakistan
accusedari of buckling under U.S and
Indian pressure
foreign
foreign
for coming to India accusing the
Pakistan government of letting down
their Kashmir agenda
it is
though there are other scene voices in
Pakistan
they say only India can help Pakistan
emerge from its acute Financial prices
and that Pakistan needs to wake up to
ground reality and stop being the state
sponsor of Terror
with Gita Mohan in Goa Bureau report
India today
a foreign affairs editor Gita Mohan
joins me live from the binolim beach
area of Goa this is the venue of the SEO
Foreign Affairs ministers meeting with
us also on this broadcast is Abdul basil
former High Commissioner of Pakistan to
India sushant Serene one of India's
leading strategic Affairs experts Brahma
chalani top expert on China
leading defense and strategic Affairs
expert Goa ordinarily if you're anywhere
near benoli beach Gita you would imagine
that on a Thursday evening you'd be
having a good time no such luck though
unfortunately for you and for our teams
in Goa there was to be an SEO of foreign
ministers dinner which is where Jai
Shankar and bilab al-butto most
definitely come face to face is it
absolutely certain there's no question
of a pool aside even if it's just for a
brief period is Jai Shankar intending to
completely ignore Bilal Bhutto is that
the plan that the mea has
Well for now Rahul that seems seems to
be the case but we know you I many of us
have covered India Pakistan at such
multilateral fora and every time you
have an India Pakistan in the room the
unexpected can be expected so not a pull
aside certainly but let's see whether if
they have a brief conversation uh what
we're given to understand is that live
images and visuals of the cultural event
at the dinner which has just begun Rahul
uh is going to be shared but nothing
when it comes to the minister so we'll
have to wait and see if the Pakistani
team or others share visuals of any kind
of conversation we'll get information on
that front but for now it seems like
they really do not want to have any
structured meeting even a pull aside
between the two leaders this also comes
a Rahul at a time when Bilal not so long
ago used a real unparliamentary language
for prime minister Narendra Modi and the
message is very clear that right now is
not the time for India to really engage
Pakistan so unlikely that a structured
even a puller side could take place but
maybe a brief conversation or a
handshake we'll again have to read into
that if a handshake really takes place
you know I was at a high level meeting
just a couple of days ago where the SEO
meeting was being discussed in the mood
very clearly in the ministry of external
Affairs is that we do not wish to engage
there is no point because the very
little likely to come out of it Gita
stay with us we'll come back to you just
as those live images start coming in I
want to go across to uh High
Commissioner Bassett to get a sense from
Pakistan on
likely mindset and approach as he hits
Goa is he here just to keep this as part
of the larger Shanghai cooperation
organization framework where India
Pakistan doesn't matter as such or is he
likely to use this opportunity of being
the first minister in 12 years on Indian
soil to try and engage in some form of
grandstanding to try and show his public
back home that he came to India and he
threw a few punches I commissioner
thank you very much actually I have
already been accused by Gita Mahon as an
insane person but in any case maybe that
as it may I do not Harbor Illusions uh
having served in the Foreign Service and
have been dealt with the Pakistan India
relation and I think our side it made it
very clear our foreign minister is going
just to attend the SEO counselor for a
mistress meeting and there is no
bilateral uh schedule so I do not see as
to how the two countries can really or
there is an opportunity for the two
countries to take this uh or to get out
of the present impulse so this is what
my take is this meeting will take place
uh I mean the CEO meeting will take
place but I do not see that the two
countries are as of today or as of
tomorrow ready to engage in a bilateral
conversation can you give us your sense
